# Gemini GMOS-S OVI filter G0347
# Parallel beam at 4.12 degrees AOI

# Effective wavelength (nm):
683.5

# Wavelength Transmission
#   (nm)        (0-1)
314.9   0.0000000
315.0   0.0000000
315.1   0.0000000
315.2   0.0000000
315.3   0.0000000
315.4   0.0000000
315.5   0.0000000
315.6   0.0000000
315.7   0.0000000
315.8   0.0000000
315.9   0.0000000
316.0   0.0000000
316.1   0.0000000
316.2   0.0000000
316.3   0.0000000
316.4   0.0000000
316.5   0.0000000
316.6   0.0000000
316.7   0.0000000
316.8   0.0000000
316.9   0.0000000
317.0   0.0000000
317.1   0.0000000
317.2   0.0000000
317.3   0.0000000
317.4   0.0000000
317.5   0.0000000
317.6   0.0000000
317.7   0.0000000
317.8   0.0000000
317.9   0.0000000
318.0   0.0000000
318.1   0.0000000
318.2   0.0000000
318.3   0.0000000
318.4   0.0000000
318.5   0.0000000
318.6   0.0000000
318.7   0.0000000
318.8   0.0000000
318.9   0.0000000
319.0   0.0000000
319.1   0.0000000
319.2   0.0000000
319.3   0.0000000
319.4   0.0000000
319.5   0.0000000
319.6   0.0000000
319.7   0.0000000
319.8   0.0000000
319.9   0.0000000
320.0   0.0000000
320.1   0.0000000
320.2   0.0000000
320.3   0.0000000
320.4   0.0000000
320.5   0.0000000
320.6   0.0000000
320.7   0.0000000
320.8   0.0000000
320.9   0.0000000
321.0   0.0000000
321.1   0.0000000
321.2   0.0000000
321.3   0.0000000
321.4   0.0000000
321.5   0.0000000
321.6   0.0000000
321.7   0.0000000
321.8   0.0000000
321.9   0.0000000
322.0   0.0000000
322.1   0.0000000
322.2   0.0000000
322.3   0.0000000
322.4   0.0000000
322.5   0.0000000
322.6   0.0000000
322.7   0.0000000
322.8   0.0000000
322.9   0.0000000
323.0   0.0000000
323.1   0.0000000
323.2   0.0000000
323.3   0.0000000
323.4   0.0000000
323.5   0.0000000
323.6   0.0000000
323.7   0.0000000
323.8   0.0000000
323.9   0.0000000
324.0   0.0000000
324.1   0.0000000
324.2   0.0000000
324.3   0.0000000
324.4   0.0000000
324.5   0.0000000
324.6   0.0000000
324.7   0.0000000
324.8   0.0000000
324.9   0.0000000
325.0   0.0000000
325.1   0.0000000
325.2   0.0000000
325.3   0.0000000
325.4   0.0000000
325.5   0.0000000
325.6   0.0000000
325.7   0.0000000
325.8   0.0000000
325.9   0.0000000
326.0   0.0000000
326.1   0.0000000
326.2   0.0000000
326.3   0.0000000
326.4   0.0000000
326.5   0.0000000
326.6   0.0000000
326.7   0.0000000
326.8   0.0000000
326.9   0.0000000
327.0   0.0000000
327.1   0.0000000
327.2   0.0000000
327.3   0.0000000
327.4   0.0000000
327.5   0.0000000
327.6   0.0000000
327.7   0.0000000
327.8   0.0000000
327.9   0.0000000
328.0   0.0000000
328.1   0.0000000
328.2   0.0000000
328.3   0.0000000
328.4   0.0000000
328.5   0.0000000
328.6   0.0000000
328.7   0.0000000
328.8   0.0000000
328.9   0.0000000
329.0   0.0000000
329.1   0.0000000
329.2   0.0000000
329.3   0.0000000
329.4   0.0000000
329.5   0.0000000
329.6   0.0000000
329.7   0.0000000
329.8   0.0000000
329.9   0.0000000
330.0   0.0000000
330.1   0.0000000
330.2   0.0000000
330.3   0.0000000
330.4   0.0000000
330.5   0.0000000
330.6   0.0000000
330.7   0.0000000
330.8   0.0000000
330.9   0.0000000
331.0   0.0000000
331.1   0.0000000
331.2   0.0000000
331.3   0.0000000
331.4   0.0000000
331.5   0.0000000
331.6   0.0000000
331.7   0.0000000
331.8   0.0000000
331.9   0.0000000
332.0   0.0000000
332.1   0.0000000
332.2   0.0000000
332.3   0.0000000
332.4   0.0000000
332.5   0.0000000
332.6   0.0000000
332.7   0.0000000
332.8   0.0000000
332.9   0.0000000
333.0   0.0000000
333.1   0.0000000
333.2   0.0000000
333.3   0.0000000
333.4   0.0000000
333.5   0.0000000
333.6   0.0000000
333.7   0.0000000
333.8   0.0000000
333.9   0.0000000
334.0   0.0000000
334.1   0.0000000
334.2   0.0000000
334.3   0.0000000
334.4   0.0000000
334.5   0.0000000
334.6   0.0000000
334.7   0.0000000
334.8   0.0000000
334.9   0.0000000
335.0   0.0000000
335.1   0.0000000
335.2   0.0000000
335.3   0.0000000
335.4   0.0000000
335.5   0.0000000
335.6   0.0000000
335.7   0.0000000
335.8   0.0000000
335.9   0.0000000
336.0   0.0000000
336.1   0.0000000
336.2   0.0000000
336.3   0.0000000
336.4   0.0000000
336.5   0.0000000
336.6   0.0000000
336.7   0.0000000
336.8   0.0000000
336.9   0.0000000
337.0   0.0000000
337.1   0.0000000
337.2   0.0000000
337.3   0.0000000
337.4   0.0000000
337.5   0.0000000
337.6   0.0000000
337.7   0.0000000
337.8   0.0000000
337.9   0.0000000
338.0   0.0000000
338.1   0.0000000
338.2   0.0000000
338.3   0.0000000
338.4   0.0000000
338.5   0.0000000
338.6   0.0000000
338.7   0.0000000
338.8   0.0000000
338.9   0.0000000
339.0   0.0000000
339.1   0.0000000
339.2   0.0000000
339.3   0.0000000
339.4   0.0000000
339.5   0.0000000
339.6   0.0000000
339.7   0.0000000
339.8   0.0000000
339.9   0.0000000
340.0   0.0000000
340.1   0.0000000
340.2   0.0000000
340.3   0.0000000
340.4   0.0000000
340.5   0.0000000
340.6   0.0000000
340.7   0.0000000
340.8   0.0000000
340.9   0.0000000
341.0   0.0000000
341.1   0.0000000
341.2   0.0000000
341.3   0.0000000
341.4   0.0000000
341.5   0.0000000
341.6   0.0000000
341.7   0.0000000
341.8   0.0000000
341.9   0.0000000
342.0   0.0000000
342.1   0.0000000
342.2   0.0000000
342.3   0.0000000
342.4   0.0000000
342.5   0.0000000
342.6   0.0000000
342.7   0.0000000
342.8   0.0000000
342.9   0.0000000
343.0   0.0000000
343.1   0.0000000
343.2   0.0000000
343.3   0.0000000
343.4   0.0000000
343.5   0.0000000
343.6   0.0000000
343.7   0.0000000
343.8   0.0000000
343.9   0.0000000
344.0   0.0000000
344.1   0.0000000
344.2   0.0000000
344.3   0.0000000
344.4   0.0000000
344.5   0.0000000
344.6   0.0000000
344.7   0.0000000
344.8   0.0000000
344.9   0.0000000
345.0   0.0000000
345.1   0.0000000
345.2   0.0000000
345.3   0.0000000
345.4   0.0000000
345.5   0.0000000
345.6   0.0000000
345.7   0.0000000
345.8   0.0000000
345.9   0.0000000
346.0   0.0000000
346.1   0.0000000
346.2   0.0000000
346.3   0.0000000
346.4   0.0000000
346.5   0.0000000
346.6   0.0000000
346.7   0.0000000
346.8   0.0000000
346.9   0.0000000
347.0   0.0000000
347.1   0.0000000
347.2   0.0000000
347.3   0.0000000
347.4   0.0000000
347.5   0.0000000
347.6   0.0000000
347.7   0.0000000
347.8   0.0000000
347.9   0.0000000
348.0   0.0000000
348.1   0.0000000
348.2   0.0000000
348.3   0.0000000
348.4   0.0000000
348.5   0.0000000
348.6   0.0000000
348.7   0.0000000
348.8   0.0000000
348.9   0.0000000
349.0   0.0000000
349.1   0.0000000
349.2   0.0000000
349.3   0.0000000
349.4   0.0000000
349.5   0.0000000
349.6   0.0000000
349.7   0.0000000
349.8   0.0000000
349.9   0.0000000
350.0   0.0000000
350.1   0.0000000
350.2   0.0000000
350.3   0.0000000
350.4   0.0000000
350.5   0.0000000
350.6   0.0000000
350.7   0.0000000
350.8   0.0000000
350.9   0.0000000
351.0   0.0000000
351.1   0.0000000
351.2   0.0000000
351.3   0.0000000
351.4   0.0000000
351.5   0.0000000
351.6   0.0000000
351.7   0.0000000
351.8   0.0000000
351.9   0.0000000
352.0   0.0000000
352.1   0.0000000
352.2   0.0000000
352.3   0.0000000
352.4   0.0000000
352.5   0.0000000
352.6   0.0000000
352.7   0.0000000
352.8   0.0000000
352.9   0.0000000
353.0   0.0000000
353.1   0.0000000
353.2   0.0000000
353.3   0.0000000
353.4   0.0000000
353.5   0.0000000
353.6   0.0000000
353.7   0.0000000
353.8   0.0000000
353.9   0.0000000
354.0   0.0000000
354.1   0.0000000
354.2   0.0000000
354.3   0.0000000
354.4   0.0000000
354.5   0.0000000
354.6   0.0000000
354.7   0.0000000
354.8   0.0000000
354.9   0.0000000
355.0   0.0000000
355.1   0.0000000
355.2   0.0000000
355.3   0.0000000
355.4   0.0000000
355.5   0.0000000
355.6   0.0000000
355.7   0.0000000
355.8   0.0000000
355.9   0.0000000
356.0   0.0000000
356.1   0.0000000
356.2   0.0000000
356.3   0.0000000
356.4   0.0000000
356.5   0.0000000
356.6   0.0000000
356.7   0.0000001
356.8   0.0000001
356.9   0.0000001
357.0   0.0000001
357.1   0.0000002
357.2   0.0000003
357.3   0.0000004
357.4   0.0000005
357.5   0.0000006
357.6   0.0000007
357.7   0.0000008
357.8   0.0000008
357.9   0.0000008
358.0   0.0000007
358.1   0.0000006
358.2   0.0000006
358.3   0.0000005
358.4   0.0000004
358.5   0.0000003
358.6   0.0000003
358.7   0.0000002
358.8   0.0000002
358.9   0.0000002
359.0   0.0000002
359.1   0.0000002
359.2   0.0000002
359.3   0.0000002
359.4   0.0000002
359.5   0.0000001
359.6   0.0000001
359.7   0.0000001
359.8   0.0000000
359.9   0.0000000
360.0   0.0000000
360.1   0.0000000
360.2   0.0000000
360.3   0.0000000
360.4   0.0000000
360.5   0.0000000
360.6   0.0000000
360.7   0.0000000
360.8   0.0000000
360.9   0.0000000
361.0   0.0000000
361.1   0.0000000
361.2   0.0000000
361.3   0.0000000
361.4   0.0000000
361.5   0.0000000
361.6   0.0000000
361.7   0.0000000
361.8   0.0000000
361.9   0.0000000
362.0   0.0000000
362.1   0.0000000
362.2   0.0000000
362.3   0.0000000
362.4   0.0000000
362.5   0.0000000
362.6   0.0000000
362.7   0.0000000
362.8   0.0000000
362.9   0.0000000
363.0   0.0000000
363.1   0.0000000
363.2   0.0000000
363.3   0.0000000
363.4   0.0000000
363.5   0.0000000
363.6   0.0000000
363.7   0.0000000
363.8   0.0000000
363.9   0.0000000
364.0   0.0000000
364.1   0.0000000
364.2   0.0000000
364.3   0.0000000
364.4   0.0000000
364.5   0.0000000
364.6   0.0000000
364.7   0.0000000
364.8   0.0000000
364.9   0.0000000
365.0   0.0000000
365.1   0.0000000
365.2   0.0000000
365.3   0.0000000
365.4   0.0000000
365.5   0.0000000
365.6   0.0000000
365.7   0.0000000
365.8   0.0000000
365.9   0.0000000
366.0   0.0000000
366.1   0.0000000
366.2   0.0000000
366.3   0.0000000
366.4   0.0000000
366.5   0.0000000
366.6   0.0000000
366.7   0.0000000
366.8   0.0000000
366.9   0.0000000
367.0   0.0000000
367.1   0.0000000
367.2   0.0000000
367.3   0.0000000
367.4   0.0000000
367.5   0.0000000
367.6   0.0000000
367.7   0.0000000
367.8   0.0000000
367.9   0.0000000
368.0   0.0000000
368.1   0.0000000
368.2   0.0000000
368.3   0.0000000
368.4   0.0000000
368.5   0.0000000
368.6   0.0000000
368.7   0.0000000
368.8   0.0000000
368.9   0.0000000
369.0   0.0000000
369.1   0.0000000
369.2   0.0000000
369.3   0.0000000
369.4   0.0000000
369.5   0.0000000
369.6   0.0000000
369.7   0.0000000
369.8   0.0000000
369.9   0.0000000
370.0   0.0000000
370.1   0.0000000
370.2   0.0000000
370.3   0.0000000
370.4   0.0000000
370.5   0.0000000
370.6   0.0000000
370.7   0.0000000
370.8   0.0000000
370.9   0.0000000
371.0   0.0000000
371.1   0.0000000
371.2   0.0000000
371.3   0.0000000
371.4   0.0000000
371.5   0.0000000
371.6   0.0000000
371.7   0.0000000
371.8   0.0000000
371.9   0.0000000
372.0   0.0000000
372.1   0.0000000
372.2   0.0000000
372.3   0.0000000
372.4   0.0000000
372.5   0.0000000
372.6   0.0000000
372.7   0.0000000
372.8   0.0000000
372.9   0.0000000
373.0   0.0000000
373.1   0.0000000
373.2   0.0000000
373.3   0.0000000
373.4   0.0000000
373.5   0.0000000
373.6   0.0000000
373.7   0.0000000
373.8   0.0000000
373.9   0.0000000
374.0   0.0000000
374.1   0.0000000
374.2   0.0000000
374.3   0.0000000
374.4   0.0000000
374.5   0.0000000
374.6   0.0000000
374.7   0.0000000
374.8   0.0000000
374.9   0.0000000
375.0   0.0000000
375.1   0.0000000
375.2   0.0000000
375.3   0.0000000
375.4   0.0000000
375.5   0.0000000
375.6   0.0000000
375.7   0.0000000
375.8   0.0000000
375.9   0.0000000
376.0   0.0000000
376.1   0.0000000
376.2   0.0000000
376.3   0.0000000
376.4   0.0000000
376.5   0.0000000
376.6   0.0000000
376.7   0.0000000
376.8   0.0000000
376.9   0.0000000
377.0   0.0000000
377.1   0.0000000
377.2   0.0000000
377.3   0.0000000
377.4   0.0000000
377.5   0.0000000
377.6   0.0000000
377.7   0.0000000
377.8   0.0000000
377.9   0.0000000
378.0   0.0000000
378.1   0.0000000
378.2   0.0000000
378.3   0.0000000
378.4   0.0000000
378.5   0.0000000
378.6   0.0000000
378.7   0.0000000
378.8   0.0000000
378.9   0.0000000
379.0   0.0000000
379.1   0.0000000
379.2   0.0000000
379.3   0.0000000
379.4   0.0000000
379.5   0.0000000
379.6   0.0000000
379.7   0.0000000
379.8   0.0000000
379.9   0.0000000
380.0   0.0000000
380.1   0.0000000
380.2   0.0000000
380.3   0.0000000
380.4   0.0000000
380.5   0.0000000
380.6   0.0000000
380.7   0.0000000
380.8   0.0000000
380.9   0.0000000
381.0   0.0000000
381.1   0.0000000
381.2   0.0000000
381.3   0.0000000
381.4   0.0000000
381.5   0.0000000
381.6   0.0000000
381.7   0.0000000
381.8   0.0000000
381.9   0.0000000
382.0   0.0000000
382.1   0.0000000
382.2   0.0000000
382.3   0.0000000
382.4   0.0000000
382.5   0.0000000
382.6   0.0000000
382.7   0.0000000
382.8   0.0000000
382.9   0.0000000
383.0   0.0000000
383.1   0.0000000
383.2   0.0000000
383.3   0.0000000
383.4   0.0000000
383.5   0.0000000
383.6   0.0000000
383.7   0.0000000
383.8   0.0000000
383.9   0.0000000
384.0   0.0000000
384.1   0.0000000
384.2   0.0000000
384.3   0.0000000
384.4   0.0000000
384.5   0.0000000
384.6   0.0000000
384.7   0.0000000
384.8   0.0000000
384.9   0.0000000
385.0   0.0000000
385.1   0.0000000
385.2   0.0000000
385.3   0.0000000
385.4   0.0000000
385.5   0.0000000
385.6   0.0000000
385.7   0.0000000
385.8   0.0000000
385.9   0.0000000
386.0   0.0000000
386.1   0.0000000
386.2   0.0000000
386.3   0.0000000
386.4   0.0000000
386.5   0.0000000
386.6   0.0000000
386.7   0.0000000
386.8   0.0000000
386.9   0.0000000
387.0   0.0000000
387.1   0.0000000
387.2   0.0000000
387.3   0.0000000
387.4   0.0000000
387.5   0.0000000
387.6   0.0000000
387.7   0.0000000
387.8   0.0000000
387.9   0.0000000
388.0   0.0000000
388.1   0.0000000
388.2   0.0000000
388.3   0.0000000
388.4   0.0000000
388.5   0.0000000
388.6   0.0000000
388.7   0.0000000
388.8   0.0000000
388.9   0.0000000
389.0   0.0000000
389.1   0.0000000
389.2   0.0000000
389.3   0.0000000
389.4   0.0000000
389.5   0.0000000
389.6   0.0000000
389.7   0.0000000
389.8   0.0000000
389.9   0.0000000
390.0   0.0000000
390.1   0.0000000
390.2   0.0000000
390.3   0.0000000
390.4   0.0000000
390.5   0.0000000
390.6   0.0000000
390.7   0.0000000
390.8   0.0000000
390.9   0.0000000
391.0   0.0000000
391.1   0.0000000
391.2   0.0000000
391.3   0.0000000
391.4   0.0000000
391.5   0.0000000
391.6   0.0000000
391.7   0.0000000
391.8   0.0000000
391.9   0.0000000
392.0   0.0000000
392.1   0.0000000
392.2   0.0000000
392.3   0.0000000
392.4   0.0000000
392.5   0.0000000
392.6   0.0000000
392.7   0.0000000
392.8   0.0000000
392.9   0.0000000
393.0   0.0000000
393.1   0.0000000
393.2   0.0000000
393.3   0.0000000
393.4   0.0000000
393.5   0.0000000
393.6   0.0000000
393.7   0.0000000
393.8   0.0000000
393.9   0.0000000
394.0   0.0000000
394.1   0.0000000
394.2   0.0000000
394.3   0.0000000
394.4   0.0000000
394.5   0.0000000
394.6   0.0000000
394.7   0.0000000
394.8   0.0000000
394.9   0.0000000
395.0   0.0000000
395.1   0.0000000
395.2   0.0000000
395.3   0.0000000
395.4   0.0000000
395.5   0.0000000
395.6   0.0000000
395.7   0.0000000
395.8   0.0000000
395.9   0.0000000
396.0   0.0000000
396.1   0.0000000
396.2   0.0000000
396.3   0.0000000
396.4   0.0000000
396.5   0.0000000
396.6   0.0000000
396.7   0.0000000
396.8   0.0000000
396.9   0.0000000
397.0   0.0000000
397.1   0.0000000
397.2   0.0000000
397.3   0.0000000
397.4   0.0000000
397.5   0.0000000
397.6   0.0000000
397.7   0.0000000
397.8   0.0000000
397.9   0.0000000
398.0   0.0000000
398.1   0.0000000
398.2   0.0000000
398.3   0.0000000
398.4   0.0000000
398.5   0.0000000
398.6   0.0000000
398.7   0.0000000
398.8   0.0000000
398.9   0.0000000
399.0   0.0000000
399.1   0.0000000
399.2   0.0000000
399.3   0.0000000
399.4   0.0000000
399.5   0.0000000
399.6   0.0000000
399.7   0.0000000
399.8   0.0000000
399.9   0.0000000
400.0   0.0000000
400.1   0.0000000
400.2   0.0000000
400.3   0.0000000
400.4   0.0000000
400.5   0.0000000
400.6   0.0000000
400.7   0.0000000
400.8   0.0000000
400.9   0.0000000
401.0   0.0000000
401.1   0.0000000
401.2   0.0000000
401.3   0.0000000
401.4   0.0000000
401.5   0.0000000
401.6   0.0000000
401.7   0.0000000
401.8   0.0000000
401.9   0.0000000
402.0   0.0000000
402.1   0.0000000
402.2   0.0000000
402.3   0.0000000
402.4   0.0000000
402.5   0.0000000
402.6   0.0000000
402.7   0.0000000
402.8   0.0000000
402.9   0.0000000
403.0   0.0000000
403.1   0.0000000
403.2   0.0000000
403.3   0.0000000
403.4   0.0000000
403.5   0.0000000
403.6   0.0000000
403.7   0.0000000
403.8   0.0000000
403.9   0.0000000
404.0   0.0000000
404.1   0.0000000
404.2   0.0000000
404.3   0.0000000
404.4   0.0000000
404.5   0.0000000
404.6   0.0000000
404.7   0.0000000
404.8   0.0000000
404.9   0.0000000
405.0   0.0000000
405.1   0.0000000
405.2   0.0000000
405.3   0.0000000
405.4   0.0000000
405.5   0.0000000
405.6   0.0000000
405.7   0.0000000
405.8   0.0000000
405.9   0.0000000
406.0   0.0000000
406.1   0.0000000
406.2   0.0000000
406.3   0.0000000
406.4   0.0000000
406.5   0.0000000
406.6   0.0000000
406.7   0.0000000
406.8   0.0000000
406.9   0.0000000
407.0   0.0000000
407.1   0.0000000
407.2   0.0000000
407.3   0.0000000
407.4   0.0000000
407.5   0.0000000
407.6   0.0000000
407.7   0.0000000
407.8   0.0000000
407.9   0.0000000
408.0   0.0000000
408.1   0.0000000
408.2   0.0000000
408.3   0.0000000
408.4   0.0000000
408.5   0.0000000
408.6   0.0000000
408.7   0.0000000
408.8   0.0000000
408.9   0.0000000
409.0   0.0000000
409.1   0.0000000
409.2   0.0000000
409.3   0.0000000
409.4   0.0000000
409.5   0.0000000
409.6   0.0000000
409.7   0.0000000
409.8   0.0000000
409.9   0.0000000
410.0   0.0000000
410.1   0.0000000
410.2   0.0000000
410.3   0.0000000
410.4   0.0000000
410.5   0.0000000
410.6   0.0000000
410.7   0.0000000
410.8   0.0000000
410.9   0.0000000
411.0   0.0000000
411.1   0.0000000
411.2   0.0000000
411.3   0.0000000
411.4   0.0000000
411.5   0.0000000
411.6   0.0000000
411.7   0.0000000
411.8   0.0000000
411.9   0.0000000
412.0   0.0000000
412.1   0.0000000
412.2   0.0000000
412.3   0.0000000
412.4   0.0000000
412.5   0.0000000
412.6   0.0000000
412.7   0.0000000
412.8   0.0000000
412.9   0.0000000
413.0   0.0000000
413.1   0.0000000
413.2   0.0000000
413.3   0.0000000
413.4   0.0000000
413.5   0.0000000
413.6   0.0000000
413.7   0.0000000
413.8   0.0000000
413.9   0.0000000
414.0   0.0000000
414.1   0.0000000
414.2   0.0000000
414.3   0.0000000
414.4   0.0000000
414.5   0.0000000
414.6   0.0000000
414.7   0.0000000
414.8   0.0000000
414.9   0.0000000
415.0   0.0000000
415.1   0.0000000
415.2   0.0000000
415.3   0.0000000
415.4   0.0000000
415.5   0.0000000
415.6   0.0000000
415.7   0.0000000
415.8   0.0000000
415.9   0.0000000
416.0   0.0000000
416.1   0.0000000
416.2   0.0000000
416.3   0.0000000
416.4   0.0000000
416.5   0.0000000
416.6   0.0000000
416.7   0.0000000
416.8   0.0000000
416.9   0.0000000
417.0   0.0000000
417.1   0.0000000
417.2   0.0000000
417.3   0.0000000
417.4   0.0000000
417.5   0.0000000
417.6   0.0000000
417.7   0.0000000
417.8   0.0000000
417.9   0.0000000
418.0   0.0000000
418.1   0.0000000
418.2   0.0000000
418.3   0.0000000
418.4   0.0000000
418.5   0.0000000
418.6   0.0000000
418.7   0.0000000
418.8   0.0000000
418.9   0.0000000
419.0   0.0000000
419.1   0.0000000
419.2   0.0000000
419.3   0.0000000
419.4   0.0000000
419.5   0.0000000
419.6   0.0000000
419.7   0.0000000
419.8   0.0000000
419.9   0.0000000
420.0   0.0000000
420.1   0.0000000
420.2   0.0000000
420.3   0.0000000
420.4   0.0000000
420.5   0.0000000
420.6   0.0000000
420.7   0.0000000
420.8   0.0000000
420.9   0.0000000
421.0   0.0000000
421.1   0.0000000
421.2   0.0000000
421.3   0.0000000
421.4   0.0000000
421.5   0.0000000
421.6   0.0000000
421.7   0.0000000
421.8   0.0000000
421.9   0.0000000
422.0   0.0000000
422.1   0.0000000
422.2   0.0000000
422.3   0.0000000
422.4   0.0000000
422.5   0.0000000
422.6   0.0000000
422.7   0.0000000
422.8   0.0000000
422.9   0.0000000
423.0   0.0000000
423.1   0.0000000
423.2   0.0000000
423.3   0.0000000
423.4   0.0000000
423.5   0.0000000
423.6   0.0000000
423.7   0.0000000
423.8   0.0000000
423.9   0.0000000
424.0   0.0000000
424.1   0.0000000
424.2   0.0000000
424.3   0.0000000
424.4   0.0000000
424.5   0.0000000
424.6   0.0000000
424.7   0.0000000
424.8   0.0000000
424.9   0.0000000
425.0   0.0000000
425.1   0.0000000
425.2   0.0000000
425.3   0.0000000
425.4   0.0000000
425.5   0.0000000
425.6   0.0000000
425.7   0.0000000
425.8   0.0000000
425.9   0.0000000
426.0   0.0000000
426.1   0.0000000
426.2   0.0000000
426.3   0.0000000
426.4   0.0000000
426.5   0.0000000
426.6   0.0000000
426.7   0.0000000
426.8   0.0000000
426.9   0.0000000
427.0   0.0000000
427.1   0.0000000
427.2   0.0000000
427.3   0.0000000
427.4   0.0000000
427.5   0.0000000
427.6   0.0000000
427.7   0.0000000
427.8   0.0000000
427.9   0.0000000
428.0   0.0000000
428.1   0.0000000
428.2   0.0000000
428.3   0.0000000
428.4   0.0000000
428.5   0.0000000
428.6   0.0000000
428.7   0.0000000
428.8   0.0000000
428.9   0.0000000
429.0   0.0000000
429.1   0.0000000
429.2   0.0000000
429.3   0.0000000
429.4   0.0000000
429.5   0.0000000
429.6   0.0000000
429.7   0.0000000
429.8   0.0000000
429.9   0.0000000
430.0   0.0000000
430.1   0.0000000
430.2   0.0000000
430.3   0.0000000
430.4   0.0000000
430.5   0.0000000
430.6   0.0000000
430.7   0.0000000
430.8   0.0000000
430.9   0.0000000
431.0   0.0000000
431.1   0.0000000
431.2   0.0000000
431.3   0.0000000
431.4   0.0000000
431.5   0.0000000
431.6   0.0000000
431.7   0.0000000
431.8   0.0000000
431.9   0.0000000
432.0   0.0000000
432.1   0.0000000
432.2   0.0000000
432.3   0.0000000
432.4   0.0000000
432.5   0.0000000
432.6   0.0000000
432.7   0.0000000
432.8   0.0000000
432.9   0.0000000
433.0   0.0000000
433.1   0.0000000
433.2   0.0000000
433.3   0.0000000
433.4   0.0000000
433.5   0.0000000
433.6   0.0000000
433.7   0.0000000
433.8   0.0000000
433.9   0.0000000
434.0   0.0000000
434.1   0.0000000
434.2   0.0000000
434.3   0.0000000
434.4   0.0000000
434.5   0.0000000
434.6   0.0000000
434.7   0.0000000
434.8   0.0000000
434.9   0.0000000
435.0   0.0000000
435.1   0.0000000
435.2   0.0000000
435.3   0.0000000
435.4   0.0000000
435.5   0.0000000
435.6   0.0000000
435.7   0.0000000
435.8   0.0000000
435.9   0.0000000
436.0   0.0000000
436.1   0.0000000
436.2   0.0000000
436.3   0.0000000
436.4   0.0000000
436.5   0.0000000
436.6   0.0000000
436.7   0.0000000
436.8   0.0000000
436.9   0.0000000
437.0   0.0000000
437.1   0.0000000
437.2   0.0000000
437.3   0.0000000
437.4   0.0000000
437.5   0.0000000
437.6   0.0000000
437.7   0.0000000
437.8   0.0000000
437.9   0.0000000
438.0   0.0000000
438.1   0.0000000
438.2   0.0000000
