321,2014/08/06 10:23:38 HST
#,,V 256,"MLB, 2013Jul12",,Changes:,added config for 13AQ28-110 AND 13B-Q-91
# "REM, 2014Jul17",,Changes:,"edited IR Texp for SB+SXD+32, 0.45"" slit from 8 sec to 7 sec"
# 2014 Aug 6, astephens, modified 0.15"/pix 32 l/mm 1.47-1.80 1.0" slit exposure time from 0.24s to 0.38s
#
Mode,Pixel Scale,Disperser,Cross Dispersed,Central Wavelength,Focal Plane Unit,Well Depth,Calibration Lamps,Calibration Shutter,Calibration Filter,Calibration Diffuser,Calibration Observe,Calibration Exposure Time,Calibration Coadds,Calibration Basecal
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,5,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,8,10,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,20,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,8,1.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,7.5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,3,1.3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,8,2.1,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.44,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,20,7.2,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,8,6,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,20,8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,pinhole 0.1,Shallow,Quartz Halogen,Closed,NIR balance,IR,1,12,3,Day
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,Quartz Halogen ,Closed,ND2.0,IR,8,13.2,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,4.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.44,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,2.94,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,8.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,16.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,9.24,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,pinhole 0.1,Shallow,Quartz Halogen,Closed,NIR balance,IR,1,12,3,Day
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.56,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.08,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,2.28,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,5.4,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,13.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,7.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,pinhole 0.1,Shallow,Quartz Halogen,Closed,NIR balance,IR,1,12,3,Day
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.32,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,0.9,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,2.1,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,4.74,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,7.2,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,pinhole 0.1,Shallow,Quartz Halogen,Closed,NIR balance,IR,1,8.28,3,Day
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.10 arcsec,Shallow,Quartz Halogen ,Closed,ND2.0,IR,10,11.4,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,0.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.675 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,0.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,1.0 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,0.5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.45 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,1.18,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.20 arcsec,Shallow,IR grey body - high,Open ,ND1.0,IR,6,2.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.10 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,6.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.15 arcsec,Shallow,IR grey body - high,Open,ND1.0,IR,6,3.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,5,2,Day
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,0.10 arcsec,Deep,IR grey body - high,Open,none,IR,8,2,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,0.15 arcsec,Deep,IR grey body - high,Open,none,IR,10,1.3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,0.20 arcsec,Deep,IR grey body - high,Open,none,IR,10,1,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,0.30 arcsec,Deep,IR grey body - high,Open,none,IR,10,0.6,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,0.45 arcsec,Deep,IR grey body - high,Open,none,IR,10,0.45,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,0.675 arcsec,Deep,IR grey body - high,Open,none,IR,10,0.3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,1.0 arcsec,Deep,IR grey body - high,Open,none,IR,10,0.2,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,2.8 - 4.2,pinhole 0.1,Deep,IR grey body - high,Open,none,IR,3,2,1,Day
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,5,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,8,1.7,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,3,1.3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,20,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,8,10,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,7.5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,IR grey body - high,Open,NIR balance,IR,6,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,20,8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,20,7.2,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,8,6,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,8,2.1,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.8,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND2.0,IR,10,1.44,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,pinhole 0.1,Shallow,Quartz Halogen,Closed,NIR balance,IR,1,12,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,4.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,2.76,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.92,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,0.30 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,0.45 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.84,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,5.4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3.84,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.03 - 1.17,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.98,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,4.8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,2.4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,0.30 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,5.4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,4.8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.17 - 1.21,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,3.6,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,2.4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,0.30 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,4.8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.21 - 1.25,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,2.4,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,2.04,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.44,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,0.30 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.84,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,4.8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3.24,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,2.16,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.25 - 1.28,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.44,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,0.10 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,0.15 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,0.20 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,1.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,0.30 arcsec,Shallow,Quartz Halogen,Closed,none,IR,10,0.72,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,3.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,2.4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,10,1.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.28 - 1.36,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.44,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.10 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,7.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.15 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,4.2,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.20 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.30 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,2.16,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.45 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,1.44,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,0.675 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,0.96,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,1.0 arcsec,Shallow,Quartz Halogen,Closed,ND1.0,IR,8,0.6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.49 - 1.78,pinhole 0.1,Shallow,Quartz Halogen,Closed,none,IR,1,1.2,3,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,50,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,40,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,25,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,12,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,8,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,6,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.91 - 1.97,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.04,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,90,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,35,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,9,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,1.97 - 2.29,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,2.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.04 - 2.10,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,60,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.10 - 2.16,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.23 - 2.29,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,35,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,20,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,15,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,9,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.45 arcsec,Shallow,IR grey body - high,Open,none,IR,6,7,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,0.675 arcsec,Shallow,IR grey body - high,Open,none,IR,6,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,1.0 arcsec,Shallow,IR grey body - high,Open,none,IR,6,2.5,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.29 - 2.41,pinhole 0.1,Shallow,IR grey body - high,Open,none,IR,1,45,1,Day
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.10 arcsec,Shallow,IR grey body - high,Open,none,IR,6,50,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.15 arcsec,Shallow,IR grey body - high,Open,none,IR,6,30,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.20 arcsec,Shallow,IR grey body - high,Open,none,IR,6,18,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,No,2.41 - 2.47,0.30 arcsec,Shallow,IR grey body - high,Open,none,IR,6,12,1,Night
